+-----+--------------------------------+---------+--------------------------+-------------------+---------------------------------------------------------------------------------------------+---------------+--------------------------------------------------------+--------------------+------+--------+--------+-----------+-----------+-------+----------+----------+----------+---------+-----------+--------------------+--------------------+--------------+-------------------+-------------+
|  id |              name              |   size  |    manufacturer_name     | manufacturer_code |                                             url                                             |     status    |                        loaners                         |        mass        | beam | height | length | scm_speed | max_speed | cargo | max_crew | min_crew | buy_auec | buy_usd | rent_auec | ins_std_claim_time | ins_exp_claim_time | ins_exp_cost | has_quantum_drive | has_gravlev |
| 151 |           Hammerhead           |  large  |      Aegis Dynamics      |        AEGS       |            https://robertsspaceindustries.com/pledge/ships/hammerhead/Hammerhead            |  Flight Ready |                           []                           |      4617511       |  75  |   16   |  115   |    105    |    1000   |   40  |    9     |    3     | 12459900 |   725   |    None   |      00:45:00      |      00:15:00      |    22500     |       False       |    False    |
| 150 |              Hawk              |  small  |     Anvil Aerospace      |        ANVL       |                  https://robertsspaceindustries.com/pledge/ships/hawk/Hawk                  |  Flight Ready |                           []                           |       67066        |  22  |  6.5   |   17   |    224    |    1275   |   0   |    1     |    1     | 1284400  |   100   |    None   |      00:04:43      |      00:01:34      |     2365     |       False       |    False    |
|  61 |             Herald             |  small  |   Drake Interplanetary   |        DRAK       |                https://robertsspaceindustries.com/pledge/ships/herald/Herald                |  Flight Ready |                           []                           |       65705        | 12.5 |   9    |  23.5  |    174    |    1361   |   0   |    1     |    1     | 1181100  |    85   |    None   |      00:02:01      |      00:00:40      |     1015     |       False       |    False    |
|  84 |             Hull A             |  small  |           MISC           |        MISC       |                 https://robertsspaceindustries.com/pledge/ships/hull/Hull-A                 |   In Concept  |                     ['Freelancer']                     |       122650       |  8   |   4    |   22   |     0     |     0     |   48  |    1     |    1     |   None   |    0    |    None   |        None        |        None        |     None     |       False       |    False    |
|  85 |             Hull B             |  medium |           MISC           |        MISC       |                 https://robertsspaceindustries.com/pledge/ships/hull/Hull-B                 |   In Concept  |                   ['Freelancer MAX']                   |       387500       | 15.5 |   17   |   49   |     0     |     0     |  384  |    1     |    1     |   None   |    0    |    None   |        None        |        None        |     None     |       False       |    False    |
|  41 |             Hull C             |  large  |           MISC           |        MISC       |                 https://robertsspaceindustries.com/pledge/ships/hull/Hull-C                 | In Production |                    ['Caterpillar']                     |       886930       |  55  |   55   |  125   |     0     |     0     |  4608 |    4     |    2     |   None   |    0    |    None   |        None        |        None        |     None     |       False       |    False    |
|  86 |             Hull D             | capital |           MISC           |        MISC       |                 https://robertsspaceindustries.com/pledge/ships/hull/Hull-D                 |   In Concept  |             ['Caterpillar', 'C2 Hercules']             |      1216000       |  70  |   70   |  209   |     0     |     0     | 20736 |    5     |    3     |   None   |    0    |    None   |        None        |        None        |     None     |       False       |    False    |
|  87 |             Hull E             | capital |           MISC           |        MISC       |                 https://robertsspaceindustries.com/pledge/ships/hull/Hull-E                 |   In Concept  |             ['Caterpillar', 'C2 Hercules']             |      1652000       | 104  |  104   |  372   |     0     |     0     | 98304 |    5     |    4     |   None   |    0    |    None   |        None        |        None        |     None     |       False       |    False    |
| 128 |           Hurricane            |  small  |     Anvil Aerospace      |        ANVL       |             https://robertsspaceindustries.com/pledge/ships/hurricane/Hurricane             |  Flight Ready |                           []                           |       90245        | 14.5 |   6    |   22   |    197    |    1231   |   0   |    2     |    2     | 1218300  |   195   |    None   |      00:07:36      |      00:02:32      |     3800     |       False       |    False    |
|  27 |            Idris-M             | capital |      Aegis Dynamics      |        AEGS       |             https://robertsspaceindustries.com/pledge/ships/aegis-idris/Idris-M             | In Production | ['Hammerhead', 'Vanguard Harbinger', 'MPUV Personnel'] |      37854373      | 126  |   46   |  242   |     45    |    1462   |  831  |    28    |    8     |   None   |   1000  |    None   |      01:52:30      |      00:37:30      |    56250     |       False       |    False    |
|  28 |            Idris-P             | capital |      Aegis Dynamics      |        AEGS       |             https://robertsspaceindustries.com/pledge/ships/aegis-idris/Idris-P             | In Production | ['Hammerhead', 'Vanguard Harbinger', 'MPUV Personnel'] |      37310200      | 126  |   46   |  233   |     0     |     0     |  995  |    28    |    8     |   None   |   1500  |    None   |        None        |        None        |     None     |       False       |    False    |
|  63 |            Javelin             | capital |      Aegis Dynamics      |        AEGS       |            https://robertsspaceindustries.com/pledge/ships/aegis-javelin/Javelin            | In Production |   ['Hammerhead', 'Vanguard Harbinger', 'MPUV Cargo']   |     111080494      | 198  |   72   |  480   |     50    |    900    |  5400 |    80    |    12    |   None   |   3000  |    None   |      02:48:45      |      00:56:15      |    84375     |       False       |    False    |
|  35 |           Khartu-al            |  medium |          Aopoa           |       AOPOA       |               https://robertsspaceindustries.com/pledge/ships/khartu/Khartu-Al              |  Flight Ready |                           []                           |       72711        |  13  |   8    |  30.5  |    223    |    1322   |   0   |    1     |    1     | 2113900  |   170   |    None   |      00:05:04      |      00:01:41      |     2535     |       False       |    False    |
| 170 |             Kraken             | capital |   Drake Interplanetary   |        DRAK       |             https://robertsspaceindustries.com/pledge/ships/drake-kraken/Kraken             |   In Concept  |       ['Hammerhead', 'Caterpillar', 'Buccaneer']       |        None        | 104  |   64   |  270   |    None   |    None   |  3792 |    10    |   None   |   None   |   1650  |    None   |        None        |        None        |     None     |       False       |    False    |
| 175 |        Kraken Privateer        | capital |   Drake Interplanetary   |        DRAK       |        https://robertsspaceindustries.com/pledge/ships/drake-kraken/Kraken-Privateer        |   In Concept  |       ['Hammerhead', 'Caterpillar', 'Buccaneer']       |        None        | 104  |   64   |  270   |    None   |    None   |  768  |    10    |   None   |   None   |   2000  |    None   |        None        |        None        |     None     |       False       |    False    |
| 224 |           Liberator            |  large  |     Anvil Aerospace      |        ANVL       |             https://robertsspaceindustries.com/pledge/ships/liberator/Liberator             |   In Concept  |         ['M2 Hercules', 'F7C-M Super Hornet']          |        None        |  67  |   25   |  119   |    115    |    None   |  400  |    2     |    1     |   None   |   575   |    None   |        None        |        None        |     None     |       False       |    False    |
| 163 |          M2 Hercules           |  large  |   Crusader Industries    |        CRSD       |       https://robertsspaceindustries.com/pledge/ships/crusader-starlifter/M2-Hercules       |  Flight Ready |                           []                           |     3139240.06     |  70  |   23   |   94   |    135    |    963    |  522  |    3     |    1     | 5225300  |   520   |    None   |      00:25:00      |      00:08:00      |     1810     |       False       |    False    |
|  22 |              M50               |   snub  |     Origin Jumpworks     |        ORIG       |                https://robertsspaceindustries.com/pledge/ships/origin-m50/M50               |  Flight Ready |                           []                           |       10552        |  10  |   3    |   11   |    245    |    1342   |   0   |    1     |    1     | 1193800  |   100   |   35814   |      00:06:05      |      00:02:01      |     3040     |       False       |    False    |
| 201 |              MOLE              |  medium |    ARGO Astronautics     |        ARGO       |                https://robertsspaceindustries.com/pledge/ships/argo-mole/MOLE               |  Flight Ready |                           []                           |      1169686       |  25  |   15   |   45   |    128    |    1090   |   96  |    4     |    1     | 5130500  |   315   |    None   |        None        |        None        |     None     |       False       |    False    |
| 114 |           MPUV Cargo           |   snub  |    ARGO Astronautics     |        ARGO       |               https://robertsspaceindustries.com/pledge/ships/argo/MPUV-Cargo               |  Flight Ready |                           []                           |       13030        | 8.5  |  4.3   |  9.5   |    112    |    899    |   2   |    1     |    1     |  224200  |    35   |    None   |        None        |        None        |     None     |       False       |    False    |
| 113 |         MPUV Personnel         |   snub  |    ARGO Astronautics     |        ARGO       |             https://robertsspaceindustries.com/pledge/ships/argo/MPUV-Personnel             |  Flight Ready |                           []                           |       13005        | 8.5  |  4.3   |  9.3   |    115    |    919    |   0   |    1     |    1     |  233000  |    40   |    None   |      00:00:10      |      00:00:00      |     205      |       False       |    False    |
| 189 |             Mantis             |  small  | Roberts Space Industries |        RSI        |              https://robertsspaceindustries.com/pledge/ships/rsi-mantis/Mantis              |  Flight Ready |                           []                           |       228123       |  17  |   8    |   30   |    168    |    1220   |   0   |    1     |    1     | 1230000  |   150   |    None   |      00:13:30      |      00:04:30      |     6750     |       False       |    False    |
|  36 |          Merchantman           |  large  |           Banu           |        BANU       |           https://robertsspaceindustries.com/pledge/ships/merchantman/Merchantman           |   In Concept  |              ['C2 Hercules', 'Defender']               |      9635000       | 160  |   65   |  160   |     0     |     0     |  2880 |    8     |    4     |   None   |   550   |    None   |        None        |        None        |     None     |       False       |    False    |
| 168 |            Mercury             |  large  |   Crusader Industries    |        CRSD       |     https://robertsspaceindustries.com/pledge/ships/crusader-mercury-star-runner/Mercury    |  Flight Ready |                           []                           |      1615175       |  51  |   16   |   56   |    215    |    1287   |  114  |    3     |    2     | 4912500  |   260   |    None   |        None        |        None        |     None     |       False       |    False    |
|  65 |         Mustang Alpha          |  small  |   Consolidated Outland   |        CNOU       |            https://robertsspaceindustries.com/pledge/ships/mustang/Mustang-Alpha            |  Flight Ready |                           []                           |       34221        |  18  |   9    |  21.5  |    190    |    1159   |   4   |    1     |    1     |  251400  |    30   |    5028   |      00:00:40      |      00:00:00      |     340      |       False       |    False    |
|  66 |          Mustang Beta          |  small  |   Consolidated Outland   |        CNOU       |             https://robertsspaceindustries.com/pledge/ships/mustang/Mustang-Beta            |  Flight Ready |                           []                           |       41113        |  18  |   9    |  21.5  |    188    |    1216   |   0   |    1     |    1     |  404000  |    40   |    None   |      00:00:40      |      00:00:00      |     340      |       False       |    False    |
|  69 |         Mustang Delta          |  small  |   Consolidated Outland   |        CNOU       |            https://robertsspaceindustries.com/pledge/ships/mustang/Mustang-Delta            |  Flight Ready |                           []                           |       38763        |  18  |   9    |  21.5  |    184    |    1227   |   0   |    1     |    1     |  763600  |    65   |    None   |      00:00:51      |      00:00:00      |     425      |       False       |    False    |
|  67 |         Mustang Gamma          |  small  |   Consolidated Outland   |        CNOU       |            https://robertsspaceindustries.com/pledge/ships/mustang/Mustang-Gamma            |  Flight Ready |                           []                           |       31565        |  18  |   9    |  21.5  |    241    |    1341   |   0   |    1     |    1     |  627500  |    55   |   18825   |      00:00:40      |      00:00:00      |     340      |       False       |    False    |
|  70 |         Mustang Omega          |  small  |   Consolidated Outland   |        CNOU       |            https://robertsspaceindustries.com/pledge/ships/mustang/Mustang-Omega            |  Flight Ready |                           []                           |       31565        | 15.5 |  5.5   |  17.5  |    241    |    1341   |   0   |    1     |    1     |   None   |    0    |    None   |      00:00:40      |      00:00:00      |     340      |       False       |    False    |
| 186 |            Nautilus            |  large  |      Aegis Dynamics      |        AEGS       |           https://robertsspaceindustries.com/pledge/ships/aegis-nautilus/Nautilus           |   In Concept  |            ['Hammerhead', 'Avenger Titan']             |      13526320      |  72  |  21.6  |  125   |    115    |    None   |   64  |    8     |    4     |   None   |   725   |    None   |        None        |        None        |     None     |       False       |    False    |
| 216 |             Nomad              |  small  |   Consolidated Outland   |        CNOU       |                 https://robertsspaceindustries.com/pledge/ships/nomad/Nomad                 |  Flight Ready |                           []                           |       228123       | 18.3 |  9.2   |  26.5  |    180    |    1171   |   24  |    1     |    1     |  952800  |    80   |    None   |      00:00:40      |      00:00:00      |     340      |       False       |    False    |
| 154 |              Nova              | vehicle |         Tumbril          |        TMBL       |                https://robertsspaceindustries.com/pledge/ships/nova-tank/Nova               |  Flight Ready |                           []                           |       134950       |  7   |   5    |   16   |     0     |     0     |   0   |    3     |    1     |  546027  |   120   |    None   |      00:01:08      |      00:00:23      |     570      |       False       |    False    |
| 131 |              Nox               |   snub  |          Aopoa           |       AOPOA       |                   https://robertsspaceindustries.com/pledge/ships/nox/Nox                   |  Flight Ready |                           []                           |        1249        | 1.5  |  1.5   |  5.5   |    100    |    600    |   0   |    1     |    1     |  349200  |    45   |    5238   |      00:00:06      |      00:00:00      |      55      |       False       |    False    |
| 132 |            Nox Kue             |   snub  |          Aopoa           |       AOPOA       |                 https://robertsspaceindustries.com/pledge/ships/nox/Nox-Kue                 |  Flight Ready |                           []                           |        1249        | 1.5  |  1.5   |  5.5   |    100    |    600    |   0   |    1     |    1     |   None   |    0    |    None   |      00:00:06      |      00:00:00      |      55      |       False       |    False    |
| 227 |            Odyssey             |  large  |           MISC           |        MISC       |               https://robertsspaceindustries.com/pledge/ships/odyssey/Odyssey               |   In Concept  |              ['Carrack', 'Reliant Kore']               |        None        |  90  |   35   |  140   |    None   |    None   |  252  |    6     |    1     |   None   |   700   |    None   |        None        |        None        |     None     |       False       |    False    |
|  71 |             Orion              | capital | Roberts Space Industries |        RSI        |                 https://robertsspaceindustries.com/pledge/ships/orion/Orion                 |   In Concept  |                 ['MOLE', 'Prospector']                 |      26496000      |  50  |   50   |  170   |     0     |     0     |  384  |    7     |    4     |   None   |   575   |    None   |        None        |        None        |     None     |       False       |    False    |
|  92 |          P-52 Merlin           |  small  |   Kruger Intergalactic   |        KRIG       |            https://robertsspaceindustries.com/pledge/ships/p52-merlin/P-52-Merlin           |  Flight Ready |                           []                           |        8479        | 7.7  |   2    |   12   |    202    |    1028   |   0   |    1     |    1     |  135500  |    25   |    None   |      00:00:20      |      00:00:00      |     170      |       False       |    False    |
| 104 |        P-72 Archimedes         |  small  |   Kruger Intergalactic   |        KRIG       |        https://robertsspaceindustries.com/pledge/ships/p72-archimedes/P72-Archimedes        |  Flight Ready |                           []                           |        8479        | 7.7  |   2    |   12   |    248    |    1340   |   0   |    1     |    1     |   None   |    35   |    None   |      00:00:30      |      00:00:00      |     255      |       False       |    False    |
| 217 |            Perseus             |  large  | Roberts Space Industries |        RSI        |               https://robertsspaceindustries.com/pledge/ships/perseus/Perseus               |   In Concept  |          ['Hammerhead', 'Vanguard Harbinger']          |        None        |  50  |   21   |  100   |    None   |    None   |   50  |    6     |    6     |   None   |   675   |    None   |        None        |        None        |     None     |       False       |    False    |
| 149 |            Pioneer             | capital |   Consolidated Outland   |        CNOU       |               https://robertsspaceindustries.com/pledge/ships/pioneer/Pioneer               |   In Concept  |                ['Caterpillar', 'Nomad']                |      35600000      | 125  |   30   |  200   |     85    |    None   |  600  |    8     |    4     |   None   |    0    |    None   |        None        |        None        |     None     |       False       |    False    |
| 116 |            Polaris             | capital | Roberts Space Industries |        RSI        |               https://robertsspaceindustries.com/pledge/ships/polaris/Polaris               |   In Concept  |                           []                           |      17155000      |  82  |   35   |  155   |     0     |     0     |  216  |    14    |    6     |   None   |   750   |    None   |        None        |        None        |     None     |       False       |    False    |
| 109 |           Prospector           |  small  |           MISC           |        MISC       |          https://robertsspaceindustries.com/pledge/ships/misc-prospector/Prospector         |  Flight Ready |                           []                           |       137396       |  15  |   7    |   24   |    150    |    1155   |   32  |    1     |    1     | 2061000  |   155   |   41220   |        None        |        None        |     None     |       False       |    False    |
| 117 |            Prowler             |  medium |         Esperia          |        ESPR       |               https://robertsspaceindustries.com/pledge/ships/prowler/Prowler               |  Flight Ready |                           []                           |       171700       |  32  |   15   |   34   |    178    |    1116   |   0   |    2     |    2     | 4248200  |   440   |    None   |      00:12:39      |      00:04:13      |     6330     |       False       |    False    |
| 226 |              RAFT              |  medium |    ARGO Astronautics     |        ARGO       |                  https://robertsspaceindustries.com/pledge/ships/raft/RAFT                  |  Flight Ready |                           []                           |      1169686       |  23  |   12   |  39.5  |    135    |    840    |   96  |    2     |    1     |   None   |   125   |    None   |      00:14:00      |      00:02:00      |     2050     |       False       |    False    |
| 214 |              ROC               | vehicle |    Greycat Industrial    |        GRIN       |                   https://robertsspaceindustries.com/pledge/ships/roc/ROC                   |  Flight Ready |                           []                           |        3920        | 3.8  |  3.1   |  5.1   |     0     |     0     |   0   |    1     |    1     |  172000  |    55   |    4299   |      00:00:14      |      00:00:00      |     120      |       False       |    False    |
| 219 |             ROC-DS             | vehicle |    Greycat Industrial    |        GRIN       |                  https://robertsspaceindustries.com/pledge/ships/roc/ROC-DS                 |  Flight Ready |                           []                           |        3580        |  5   |  3.3   |  6.6   |     0     |     0     |   0   |    2     |    1     |   None   |    75   |    None   |      00:00:14      |      00:00:00      |     150      |       False       |    False    |
| 222 |             Railen             |  small  |    Gatac Manufacture     |        GAMA       |                https://robertsspaceindustries.com/pledge/ships/railen/Railen                |   In Concept  |         ['Constellation Taurus', 'Khartu-al']          |        None        |  52  |   67   |   53   |    None   |    None   |  320  |    4     |   None   |   None   |   225   |    None   |        None        |        None        |     None     |       False       |    False    |
| 182 |           Ranger CV            | vehicle |         Tumbril          |        TMBL       |           https://robertsspaceindustries.com/pledge/ships/tumbril-ranger/Ranger-CV          |   In Concept  |                      ['Cyclone']                       |        None        |  2   |   2    |  3.7   |    None   |    None   |   0   |    1     |    1     |   None   |    35   |    None   |        None        |        None        |     None     |       False       |    False    |
| 180 |           Ranger RC            | vehicle |         Tumbril          |        TMBL       |           https://robertsspaceindustries.com/pledge/ships/tumbril-ranger/Ranger-RC          |   In Concept  |                     ['Cyclone RC']                     |        None        |  2   |   2    |  3.7   |    None   |    None   |   0   |    1     |    1     |   None   |    35   |    None   |        None        |        None        |     None     |       False       |    False    |
| 181 |           Ranger TR            | vehicle |         Tumbril          |        TMBL       |           https://robertsspaceindustries.com/pledge/ships/tumbril-ranger/Ranger-TR          |   In Concept  |                     ['Cyclone TR']                     |        None        |  2   |   2    |  3.7   |    None   |    None   |   0   |    1     |    1     |   None   |    40   |    None   |        None        |        None        |     None     |       False       |    False    |
| 126 |             Razor              |   snub  |           MISC           |        MISC       |                 https://robertsspaceindustries.com/pledge/ships/razor/Razor                 |  Flight Ready |                           []                           |       11701        | 8.2  |  2.7   |  11.5  |    252    |    1345   |   0   |    1     |    1     | 1761200  |    0    |   52836   |      00:06:05      |      00:02:01      |     3040     |       False       |    False    |
| 157 |            Razor EX            |   snub  |           MISC           |        MISC       |                https://robertsspaceindustries.com/pledge/ships/razor/Razor-EX               |  Flight Ready |                           []                           |       11700        | 8.2  |  2.7   |  11.5  |    252    |    1345   |   0   |    1     |    1     | 1878800  |    0    |    None   |      00:06:05      |      00:02:01      |     3040     |       False       |    False    |
| 158 |            Razor LX            |   snub  |           MISC           |        MISC       |                https://robertsspaceindustries.com/pledge/ships/razor/Razor-LX               |  Flight Ready |                           []                           |       11701        | 8.2  |  2.7   |  11.5  |    252    |    1345   |   0   |    1     |    1     | 1823800  |    0    |    None   |      00:06:05      |      00:02:01      |     3040     |       False       |    False    |
|  51 |           Reclaimer            | capital |      Aegis Dynamics      |        AEGS       |             https://robertsspaceindustries.com/pledge/ships/reclaimer/Reclaimer             |  Flight Ready |                           []                           |     9757853.5      | 118  |   50   |  155   |     76    |    932    |  180  |    5     |    4     | 15126400 |   400   |    None   |      00:27:00      |      00:09:00      |    13500     |       False       |    False    |
|  59 |            Redeemer            |  large  |      Aegis Dynamics      |        AEGS       |              https://robertsspaceindustries.com/pledge/ships/redeemer/Redeemer              |  Flight Ready |                      ['Valkyrie']                      |     444270.26      | 23.5 |   14   |   51   |    140    |    960    |   0   |    4     |    3     |   None   |   325   |    None   |      00:17:33      |      00:05:51      |     8775     |       False       |    False    |
|  90 |          Reliant Kore          |  medium |           MISC           |        MISC       |             https://robertsspaceindustries.com/pledge/ships/reliant/Reliant-Kore            |  Flight Ready |                           []                           |       39353        | 28.5 |   4    |  14.5  |    166    |    1150   |   6   |    2     |    1     |  744700  |    65   |    None   |      00:00:40      |      00:00:00      |     340      |       False       |    False    |
| 105 |          Reliant Mako          |  medium |           MISC           |        MISC       |             https://robertsspaceindustries.com/pledge/ships/reliant/Reliant-Mako            |  Flight Ready |                           []                           |       39353        | 28.5 |   4    |  14.5  |    166    |    1150   |   0   |    2     |    1     |  780000  |    0    |    None   |      00:00:40      |      00:00:00      |     340      |       False       |    False    |
| 106 |          Reliant Sen           |  medium |           MISC           |        MISC       |             https://robertsspaceindustries.com/pledge/ships/reliant/Reliant-Sen             |  Flight Ready |                           []                           |       39353        | 28.5 |   4    |  14.5  |    166    |    1150   |   2   |    2     |    1     |  840000  |    0    |    None   |      00:00:40      |      00:00:00      |     340      |       False       |    False    |
| 107 |          Reliant Tana          |  medium |           MISC           |        MISC       |             https://robertsspaceindustries.com/pledge/ships/reliant/Reliant-Tana            |  Flight Ready |                           []                           |       39168        | 28.5 |   4    |  14.5  |    165    |    1150   |   1   |    2     |    1     |  870000  |    0    |    None   |      00:00:51      |      00:00:00      |     425      |       False       |    False    |
|  99 |        Retaliator Base         |  large  |      Aegis Dynamics      |        AEGS       |       https://robertsspaceindustries.com/pledge/ships/aegis-retaliator/Retaliator-Base      |   In Concept  |                           []                           |       300392       | 42.5 |  12.5  |  69.5  |    185    |    815    |   0   |    7     |    4     |   None   |   150   |    None   |        None        |        None        |     None     |       False       |    False    |
|  72 |       Retaliator Bomber        |  large  |      Aegis Dynamics      |        AEGS       |      https://robertsspaceindustries.com/pledge/ships/aegis-retaliator/Retaliator-Bomber     |  Flight Ready |                           []                           |     343270.29      | 42.5 |  12.5  |  69.5  |    138    |    942    |   0   |    7     |    4     | 4031700  |   275   |    None   |      00:31:52      |      00:10:38      |    15940     |       False       |    False    |
| 176 |              SRV               |  small  |    ARGO Astronautics     |        ARGO       |                 https://robertsspaceindustries.com/pledge/ships/argo-srv/SRV                |   In Concept  |                     ['Prospector']                     |       231680       | 19.5 |  8.7   |  28.5  |    200    |    None   |   10  |    1     |    1     |   None   |   150   |    None   |        None        |        None        |     None     |       False       |    False    |
|  98 |             Sabre              |  small  |      Aegis Dynamics      |        AEGS       |                 https://robertsspaceindustries.com/pledge/ships/sabre/Sabre                 |  Flight Ready |                           []                           |      86592.72      |  26  |   5    |   24   |    205    |    1234   |   0   |    1     |    1     | 2183300  |   170   |    None   |      00:06:45      |      00:02:15      |     3375     |       False       |    False    |
| 120 |          Sabre Comet           |  small  |      Aegis Dynamics      |        AEGS       |              https://robertsspaceindustries.com/pledge/ships/sabre/Sabre-Comet              |  Flight Ready |                           []                           |      86592.72      |  26  |   5    |   24   |    206    |    1235   |   0   |    1     |    1     |   None   |   185   |    None   |      00:06:45      |      00:02:15      |     3375     |       False       |    False    |
| 148 |          Sabre Raven           |  small  |      Aegis Dynamics      |        AEGS       |              https://robertsspaceindustries.com/pledge/ships/sabre/Sabre-Raven              |  Flight Ready |                           []                           |      70811.32      | 20.5 |   5    |   24   |    204    |    1234   |   0   |    1     |    1     |   None   |    0    |    None   |      00:07:36      |      00:02:32      |     3800     |       False       |    False    |
| 174 |          San'tok.yāi           |  medium |          Aopoa           |       AOPOA       |          https://robertsspaceindustries.com/pledge/ships/aopoa-santokyai/Santoky-i          |   In Concept  |                     ['Khartu-al']                      |       106566       |  23  |   10   |   24   |    265    |    None   |   0   |    1     |    1     |   None   |    0    |    None   |        None        |        None        |     None     |       False       |    False    |
| 221 |            Scorpius            |  small  | Roberts Space Industries |        RSI        |              https://robertsspaceindustries.com/pledge/ships/scorpius/Scorpius              |   In Concept  |                     ['Hurricane']                      |        None        |  33  |   13   |  24.5  |    None   |    None   |   0   |    2     |    1     |   None   |   220   |    None   |        None        |        None        |     None     |       False       |    False    |
|  26 |             Scythe             |  medium |         Vanduul          |      VANDUUL      |                https://robertsspaceindustries.com/pledge/ships/scythe/Scythe                |  Flight Ready |                           []                           |       72091        |  23  |  8.5   |   31   |    194    |    1230   |   0   |    1     |    1     |   None   |    0    |    None   |      00:05:54      |      00:01:58      |     2955     |       False       |    False    |
| 225 |            Spartan             | vehicle |     Anvil Aerospace      |        ANVL       |               https://robertsspaceindustries.com/pledge/ships/spartan/Spartan               |  Flight Ready |                          None                          |       100016       |  7   |  5.5   |   17   |     0     |     0     |   0   |    1     |    1     |   None   |   None  |    None   |      00:00:45      |      00:00:00      |     350      |       False       |    False    |
|  88 |           Starfarer            |  large  |           MISC           |        MISC       |           https://robertsspaceindustries.com/pledge/ships/misc-starfarer/Starfarer          |  Flight Ready |                           []                           |      3555606       | 46.5 |  23.5  |  101   |     85    |    888    |  291  |    6     |    4     | 6651500  |   300   |    None   |      00:18:00      |      00:06:00      |     9000     |       False       |    False    |
|  89 |        Starfarer Gemini        |  large  |           MISC           |        MISC       |       https://robertsspaceindustries.com/pledge/ships/misc-starfarer/Starfarer-Gemini       |  Flight Ready |                           []                           |      3583690       | 46.5 |  23.5  |  101   |     88    |    889    |  291  |    6     |    4     | 6191500  |   340   |    None   |      00:22:30      |      00:07:30      |    11250     |       False       |    False    |
| 211 |             Talon              |   snub  |         Esperia          |        ESPR       |                 https://robertsspaceindustries.com/pledge/ships/talon/Talon                 |  Flight Ready |                           []                           |      51352.06      | 23.5 |  8.6   |   26   |    207    |    1235   |   0   |    1     |    1     | 1854500  |   100   |    None   |      00:06:45      |      00:02:15      |     3375     |       False       |    False    |
| 212 |          Talon Shrike          |   snub  |         Esperia          |        ESPR       |              https://robertsspaceindustries.com/pledge/ships/talon/Talon-Shrike             |  Flight Ready |                           []                           |      51352.06      | 23.5 |  8.6   |   26   |    208    |    1236   |   0   |    1     |    1     | 2259200  |   115   |    None   |      00:09:17      |      00:03:06      |     4645     |       False       |    False    |
| 115 |            Terrapin            |  small  |     Anvil Aerospace      |        ANVL       |              https://robertsspaceindustries.com/pledge/ships/terrapin/Terrapin              |  Flight Ready |                           []                           |       166850       | 14.5 |   6    |  19.5  |    157    |    1204   |   0   |    1     |    1     | 2568100  |   220   |    None   |      00:07:52      |      00:02:38      |     3940     |       False       |    False    |
| 139 |           Ursa Rover           | vehicle | Roberts Space Industries |        RSI        |               https://robertsspaceindustries.com/pledge/ships/ursa/Ursa-Rover               |  Flight Ready |                           []                           | 23356.629999999986 | 5.5  |  2.2   |  7.6   |     0     |     0     |   0   |    2     |    1     |  70267   |    50   |    None   |      00:00:18      |      00:00:00      |     155      |       False       |    False    |
| 169 |            Valkyrie            |  large  |     Anvil Aerospace      |        ANVL       |           https://robertsspaceindustries.com/pledge/ships/anvil-valkyrie/Valkyrie           |  Flight Ready |                           []                           |     621046.06      |  28  |  9.5   |   38   |    165    |    1100   |   30  |    5     |   None   | 4454400  |   375   |    None   |      00:16:52      |      00:05:38      |     8440     |       False       |    False    |
|  95 |       Vanguard Harbinger       |  medium |      Aegis Dynamics      |        AEGS       |         https://robertsspaceindustries.com/pledge/ships/vanguard/Vanguard-Harbinger         |  Flight Ready |                           []                           |       336604       |  40  |   8    |  38.5  |    171    |    1022   |   0   |    2     |    2     | 2012000  |   290   |    None   |      00:10:58      |      00:03:39      |     5485     |       False       |    False    |
| 127 |        Vanguard Hoplite        |  medium |      Aegis Dynamics      |        AEGS       |          https://robertsspaceindustries.com/pledge/ships/vanguard/Vanguard-Hoplite          |  Flight Ready |                           []                           |       234870       |  40  |  8.5   |  38.5  |    171    |    1022   |   0   |    1     |    1     | 3104200  |   235   |    None   |      00:09:17      |      00:03:06      |     4645     |       False       |    False    |
|  96 |       Vanguard Sentinel        |  medium |      Aegis Dynamics      |        AEGS       |          https://robertsspaceindustries.com/pledge/ships/vanguard/Vanguard-Sentinel         |  Flight Ready |                           []                           |       170685       |  40  |  8.5   |  38.5  |    170    |    1021   |   0   |    2     |    2     |   None   |   275   |    None   |      00:10:58      |      00:03:39      |     5485     |       False       |    False    |
|  75 |        Vanguard Warden         |  medium |      Aegis Dynamics      |        AEGS       |           https://robertsspaceindustries.com/pledge/ships/vanguard/Vanguard-Warden          |  Flight Ready |                           []                           |     244270.26      |  40  |  8.5   |  38.5  |    168    |    1115   |   0   |    2     |    2     | 3387800  |   260   |   101634  |      00:10:08      |      00:03:22      |     5065     |       False       |    False    |
| 155 |             Vulcan             |  medium |      Aegis Dynamics      |        AEGS       |                https://robertsspaceindustries.com/pledge/ships/vulcan/Vulcan                |   In Concept  |                     ['Freelancer']                     |       625330       | 16.5 |   10   |  38.5  |    210    |    None   |   0   |    3     |    1     |   None   |   200   |    None   |        None        |        None        |     None     |       False       |    False    |
